10FTHF5GLUtl,0.000000,0.000000
10FTHF5GLUtm,0.000000,0.000000
10FTHF6GLUtl,0.000000,0.000000
10FTHF6GLUtm,0.000000,0.000000
10FTHF7GLUtl,0.000000,0.000000
10FTHF7GLUtm,0.000000,0.000000
10FTHFtl_for,0.000000,0.000000
10FTHFtm_for,0.000000,0.000000
11DOCRTSLtm_for,0.000000,0.000000
11DOCRTSLtr_for,0.000000,0.000000
11DOCRTSTRNtm_for,0.000000,0.000000
11DOCRTSTRNtr_for,0.000000,0.000000
13DAMPPOX,-91.390000,9.720000
1a_24_25VITD2Hm,-999999.000000,0.000000
1a_24_25VITD3Hm,-451.980000,7.180000
1a_25VITD2Hm,-450.360000,7.010000
1a_25VITD3Hm,-443.830000,6.880000
1MNCAMti,11.330000,4.760000
1PPDCRp,-64.700000,5.140000
24_25DHVITD2t,0.000000,0.000000
24_25DHVITD2tm,0.000000,0.000000
24_25DHVITD3t,0.000000,0.000000
24_25DHVITD3tm,0.000000,0.000000
24_25VITD2Hm,-999999.000000,0.000000
24_25VITD3Hm,-443.830000,6.880000
24NPHte_for,0.000000,0.000000
25HVITD2t,0.000000,0.000000
25HVITD2tin,0.000000,0.000000
25HVITD2tin_m,0.000000,0.000000
25HVITD2tm,0.000000,0.000000
25HVITD3t,0.000000,0.000000
25HVITD3tin,0.000000,0.000000
25HVITD3tin_m,0.000000,0.000000
25HVITD3tm,0.000000,0.000000
25VITD2Hm,-451.980000,7.180000
25VITD3Hm,-451.980000,7.180000
2AMACHYD,-999999.000000,0.000000
2AMACSULT,-999999.000000,0.000000
2AMADPTm,0.000000,0.000000
2DR1PP,-13.920000,4.510000
2HBO_for,61.520000,5.460000
2HBt2_for,0.000000,0.000000
2HCO3_NAt_for,0.000000,0.000000
2MCITt_for,0.000000,0.000000
2OXOADOXm,-36.180000,6.200000
2OXOADPTm_for,0.000000,0.000000
34DHOXPEGOX_for,-61.460000,5.140000
34DHOXPEGt_for,0.000000,0.000000
34DHPHAMT,-999999.000000,0.000000
34DHPHEt_for,0.000000,0.000000
34DHPLACOX,46.170000,9.690000
34DHPLACOX_NADP__for,49.600000,9.700000
34DHXMANDACOX,46.170000,9.690000
34DHXMANDACOX_NADP__for,49.600000,9.700000
34HPLFM,-123.920000,9.340000
34HPPOR,-549.200000,11.760000
35CGMPtn_for,0.000000,0.000000
3AIBt,0.000000,0.000000
3AIBTm_for,-1.350000,3.590000
3AIBtm,-999999.000000,0.000000
3DPHBH1,-480.350000,7.670000
3DPHBH2,-483.780000,7.680000
3DSPHR,-59.350000,5.120000
3HAO,-999999.000000,0.000000
3HBCDm_for,-4.250000,4.730000
3HBCOAHLm,17.600000,5.650000
3HKYNAKGAT,-8.680000,3.640000
3HLYTCL,-55.900000,6.980000
3HPCOAHYD,4.410000,7.130000
3HPPD_for,66.250000,6.690000
3HXKYNDCL,-55.900000,6.980000
3HXKYNOXDA,-201.120000,14.170000
3M4HDXPAC_for,46.170000,9.690000
3MLDAt_for,0.000000,0.000000
3MOBt2im,0.000000,0.000000
3MOPt2im,0.000000,0.000000
3MOX4HOXPGALDOX,46.170000,9.690000
3MOX4HOXPGALDOX_NADP__for,49.600000,9.700000
3MOXTYROX,-89.020000,8.970000
3NTD7l,-11.960000,5.850000
3SALAASPm_for,-0.000000,0.000000
3SALACBOXL,-86.810000,10.820000
3SALAOX,-999999.000000,0.000000
3SALATAi,-39.590000,6.030000
3SALATAim,-39.590000,6.030000
3SPYRSP,-999999.000000,0.000000
3SPYRSPm,-999999.000000,0.000000
41R1H2MAE12BOOX,-71.270000,17.090000
41R2A1H12BOOX,-89.020000,8.970000
42A12BOOX,-89.020000,8.970000
4ABUTtm_for,0.000000,0.000000
4HBZCOAFm,17.670000,6.000000
4HBZFm,18.750000,5.460000
4HDEBRISOQUINEte_for,0.000000,0.000000
4HGLSDm,46.170000,9.690000
4HOXPACDOX_NADP__for,49.600000,9.700000
4MOPt2im,0.000000,0.000000
4MPTNLte_for,0.000000,0.000000
4MPTNLtm_for,0.000000,0.000000
4MPTNLtr_for,0.000000,0.000000
4MTOLBUTAMIDEte_for,0.000000,0.000000
4NPHSFte_for,0.000000,0.000000
4NPHSULT,-999999.000000,0.000000
4NPHte_for,0.000000,0.000000
4PYRDX,11.330000,4.760000
