10FTHF5GLUtl,0.0,0.0
10FTHF5GLUtm,0.0,0.0
10FTHF6GLUtl,0.0,0.0
10FTHF6GLUtm,0.0,0.0
10FTHF7GLUtl,0.0,0.0
10FTHF7GLUtm,0.0,0.0
10FTHFtl,0.0,0.0
10FTHFtm,0.0,0.0
11DOCRTSLtm,0.0,0.0
11DOCRTSLtr,0.0,0.0
11DOCRTSTRNtm,0.0,0.0
11DOCRTSTRNtr,0.0,0.0
13DAMPPOX,-91.39,9.72
1a_24_25VITD2Hm,-999999,0
1a_24_25VITD3Hm,-451.98,7.18
1a_25VITD2Hm,-450.36,7.01
1a_25VITD3Hm,-443.83,6.88
1MNCAMti,11.33,4.76
1PPDCRp,-64.7,5.14
24_25DHVITD2t,0.0,0.0
24_25DHVITD2tm,0.0,0.0
24_25DHVITD3t,0.0,0.0
24_25DHVITD3tm,0.0,0.0
24_25VITD2Hm,-999999,0
24_25VITD3Hm,-443.83,6.88
24NPHte,0.0,0.0
25HVITD2t,0.0,0.0
25HVITD2tin,0.0,0.0
25HVITD2tin_m,0.0,0.0
25HVITD2tm,0.0,0.0
25HVITD3t,0.0,0.0
25HVITD3tin,0.0,0.0
25HVITD3tin_m,0.0,0.0
25HVITD3tm,0.0,0.0
25VITD2Hm,-451.98,7.18
25VITD3Hm,-451.98,7.18
2AMACHYD,-999999,0
2AMACSULT,-999999,0
2AMADPTm,0.0,0.0
2DR1PP,-13.92,4.51
2HBO,61.52,5.46
2HBt2,0.0,0.0
2HCO3_NAt,0.0,0.0
2MCITt,0.0,0.0
2OXOADOXm,-36.18,6.2
2OXOADPTm,0.0,0.0
34DHOXPEGOX,-61.46,5.14
34DHOXPEGt,0.0,0.0
34DHPHAMT,-999999,0
34DHPHEt,0.0,0.0
34DHPLACOX,46.17,9.69
34DHPLACOX_NADP_,49.6,9.7
34DHXMANDACOX,46.17,9.69
34DHXMANDACOX_NADP_,49.6,9.7
34HPLFM,-123.92,9.34
34HPPOR,-549.2,11.76
35CGMPtn,0.0,0.0
3AIBt,0.0,0.0
3AIBTm,-1.35,3.59
3DPHBH1,-480.35,7.67
3DPHBH2,-483.78,7.68
3DSPHR,-59.35,5.12
3HAO,-999999,0
3HBCDm,-4.25,4.73
3HBCOAHLm,17.6,5.65
3HKYNAKGAT,-8.68,3.64
3HLYTCL,-55.9,6.98
3HPCOAHYD,4.41,7.13
3HPPD,66.25,6.69
3HXKYNDCL,-55.9,6.98
3HXKYNOXDA,-201.12,14.17
3M4HDXPAC,46.17,9.69
3MLDAt,0.0,0.0
3MOBt2im,0.0,0.0
3MOPt2im,0.0,0.0
3MOX4HOXPGALDOX,46.17,9.69
3MOX4HOXPGALDOX_NADP_,49.6,9.7
3MOXTYROX,-89.02,8.97
3NTD7l,-11.96,5.85
3SALAASPm,-0.0,0.0
3SALACBOXL,-86.81,10.82
3SALAOX,-999999,0
3SALATAi,-39.59,6.03
3SALATAim,-39.59,6.03
3SPYRSP,-999999,0
3SPYRSPm,-999999,0
41R1H2MAE12BOOX,-71.27,17.09
41R2A1H12BOOX,-89.02,8.97
42A12BOOX,-89.02,8.97
4ABUTtm,0.0,0.0
4HBZCOAFm,17.67,6.0
4HBZFm,18.75,5.46
4HDEBRISOQUINEte,0.0,0.0
4HGLSDm,46.17,9.69
4HOXPACDOX_NADP_,49.6,9.7
4MOPt2im,0.0,0.0
4MPTNLte,0.0,0.0
4MPTNLtm,0.0,0.0
4MPTNLtr,0.0,0.0
4MTOLBUTAMIDEte,0.0,0.0
4NPHSFte,0.0,0.0
4NPHSULT,-999999,0
4NPHte,0.0,0.0
4PYRDX,11.33,4.76
5ADTSTSTERONEGLCte,11.33,4.76
5ADTSTSTERONEGLCtr,0.0,0.0
5ADTSTSTERONESte,0.0,0.0
5ADTSTSTERONESULT,-999999,0
5ADTSTSTERONEte,0.0,0.0
5ADTSTSTERONEtr,0.0,0.0
5AOPtm,0.0,0.0
5DHFtl,0.0,0.0
5FTHFt2,-0.0,0.0
5HLTDL,-55.9,6.98
5HOMEPRAZOLEte,0.0,0.0
5HOXINDACTO2OX,-129.26,8.47
5HOXINDACTOXm,46.17,9.69
5HOXINOXDA,-89.02,8.97
5HTRPDOX,-356.82,16.01
5HTRPVESSEC,11.33,4.76
5HXKYNDCL,-55.9,6.98
5HXKYNOXDA,-201.12,14.17
5MTHFt,0.0,0.0
5MTHFt2,0.0,0.0
5THFtl,0.0,0.0
5THFtm,0.0,0.0
6DHFtl,0.0,0.0
6DHFtm,0.0,0.0
6HTSTSTERONEte,0.0,0.0
6HTSTSTERONEtr,0.0,0.0
6THFtl,0.0,0.0
6THFtm,0.0,0.0
7DHCHSTEROLtr,0.0,0.0
7DHFtl,0.0,0.0
7DHFtm,0.0,0.0
7THFtl,0.0,0.0
7THFtm,0.0,0.0
A_MANASE,-2.98,7.58
A_MANASEly,-2.98,7.58
A4GALTc,-999999,0
A4GALTg,-999999,0
A4GNT1g,-999999,0
A4GNT2g,-999999,0
AACOAT,-9.61,2.3
AACTOOR,-92.6,9.28
AACTtm,0.0,0.0
AASAD3m,54.79,10.72
AATAi,-0.72,4.73
ABO1g,-999999,0
ABO2g,-999999,0
ABO3g,-999999,0
ABO4g,-999999,0
ABO5g,-999999,0
ABO6g,-999999,0
ABO7g,-999999,0
ABO8g,-999999,0
ABO9g,-999999,0
ABTArm,4.9,2.37
ABTD,51.86,5.85
ABTti,0.0,0.0
ABUTD,40.48,10.11
ABUTt2r,0.0,0.0
ABUTt2rL,0.0,0.0
ABUTt4_2_r,0.0,0.0
ACACT10m,-19.35,4.96
ACACT1r,26.83,1.39
ACACT1rm,26.83,1.39
ACACT1x,26.83,1.39
ACACt2,0.0,0.0
ACACt2m,0.0,0.0
ACACT4p,-26.9,2.52
ACACT5p,-26.9,2.52
ACACT6p,-26.9,2.52
ACACT7p,-26.9,2.52
ACACT8p,-31.32,3.32
ACACT9p,-26.9,2.52
ACACtx,0.0,0.0
ACALDt,0.0,0.0
ACALDtm,0.0,0.0
ACALDtr,0.0,0.0
ACALDtx,0.0,0.0
ACCOAC,35.57,7.7
ACCOACm,35.57,7.7
ACCOAgt,0.0,0.0
ACCOAL,4.97,4.76
